Scenario,Plan_Type,KomNr,N_Iterasjoner,Dager_P5,Dager_P50,Dager_P95
Samferdsel_96,MIP_vektet,5041,500,47,207,599
Samferdsel_96,MIP_vektet,5042,500,48,215,588
Samferdsel_96,MIP_vektet,5043,500,114,430,1120
Samferdsel_96,MIP_vektet,5044,500,101,381,1007
Samferdsel_96,MIP_vektet,5045,500,86,333,969
Samferdsel_96,MIP_vektet,5046,500,123,465,1183
Samferdsel_96,MIP_vektet,5047,500,114,418,1132
Samferdsel_96,MIP_vektet,5049,500,130,482,1216
Samferdsel_96,MIP_vektet,5052,500,24,83,208
Samferdsel_96,MIP_vektet,5053,500,104,398,1154
Samferdsel_96,MIP_vektet,5054,500,54,231,810
Samferdsel_96,MIP_vektet,5055,500,69,302,901
Samferdsel_96,MIP_vektet,5056,500,96,388,1077
Samferdsel_96,MIP_vektet,5057,500,24,84,210
Samferdsel_96,MIP_vektet,5058,500,73,304,859
Samferdsel_96,MIP_vektet,5059,500,32,256,1747
Samferdsel_96,MIP_vektet,5060,500,25,88,217
Samferdsel_96,MIP_vektet,5061,500,114,419,1158
Samferdsel_96,MIP_vektet,5501,500,151,579,1414
Samferdsel_96,MIP_vektet,5503,500,161,586,1442
Samferdsel_96,MIP_vektet,5510,500,25,89,222
Samferdsel_96,MIP_vektet,5512,500,80,335,921
Samferdsel_96,MIP_vektet,5514,500,125,451,1113
Samferdsel_96,MIP_vektet,5516,500,167,600,1491
Samferdsel_96,MIP_vektet,5518,500,167,601,1496
Samferdsel_96,MIP_vektet,5520,500,154,565,1404
Samferdsel_96,MIP_vektet,5522,500,166,600,1477
Samferdsel_96,MIP_vektet,5524,500,128,458,1109
Samferdsel_96,MIP_vektet,5526,500,118,444,1078
Samferdsel_96,MIP_vektet,5528,500,132,479,1167
Samferdsel_96,MIP_vektet,5530,500,34,161,507
Samferdsel_96,MIP_vektet,5532,500,130,477,1141
Samferdsel_96,MIP_vektet,5534,500,82,332,824
Samferdsel_96,MIP_vektet,5536,500,102,389,928
Samferdsel_96,MIP_vektet,5538,500,25,90,224
Samferdsel_96,MIP_vektet,5540,500,25,91,228
Samferdsel_96,MIP_vektet,5542,500,132,477,1166
Samferdsel_96,MIP_vektet,5544,500,31,142,403
Samferdsel_96,MIP_vektet,5546,500,69,263,686
Samferdsel_96,MIP_vektet,5601,500,52,196,542
Samferdsel_96,MIP_vektet,5603,500,46,174,524
Samferdsel_96,MIP_vektet,5605,500,31,132,395
Samferdsel_96,MIP_vektet,5607,500,69,294,791
Samferdsel_96,MIP_vektet,5610,500,39,154,416
Samferdsel_96,MIP_vektet,5612,500,42,174,458
Samferdsel_96,MIP_vektet,5614,500,117,432,1048
Samferdsel_96,MIP_vektet,5616,500,123,451,1099
Samferdsel_96,MIP_vektet,5618,500,103,382,944
Samferdsel_96,MIP_vektet,5620,500,104,397,965
Samferdsel_96,MIP_vektet,5622,500,67,290,839
Samferdsel_96,MIP_vektet,5624,500,46,193,476
Samferdsel_96,MIP_vektet,5626,500,25,91,228
Samferdsel_96,MIP_vektet,5628,500,31,131,355
Samferdsel_96,MIP_vektet,5630,500,26,91,229
Samferdsel_96,MIP_vektet,5632,500,26,92,230
Samferdsel_96,MIP_vektet,5634,500,26,94,231
Samferdsel_96,MIP_vektet,5636,500,69,290,756
