KomNr,Kommune,Hjemmekontor,Kartkontor_MIP,Omfordelt,Timer,Lenker,Ferdigdato_Kartkontor_Mnd,Ferdigdato_NVDB_Mnd
5027,Midtre Gauldal,Trondheim,Stavanger,True,49.35,13652.0,0,4
5028,Melhus,Trondheim,Trondheim,False,23.92,7720.0,0,10
5029,Skaun,Trondheim,Trondheim,False,10.4,4079.0,0,16
5032,Selbu,Trondheim,Trondheim,False,27.87,6104.0,3,50
5033,Tydal,Trondheim,Trondheim,False,32.18,9999.0,2,35
5034,Meråker,Trondheim,Trondheim,False,30.3,7116.0,4,62
5035,Stjørdal,Trondheim,Trondheim,False,37.83,13808.0,1,24
5038,Verdal,Trondheim,Trondheim,False,28.41,9686.0,1,27
5041,Snåase - Snåsa,Trondheim,Trondheim,False,41.1,5861.0,0,13
5042,Lierne,Trondheim,Trondheim,False,40.82,2972.0,3,53
5043,Raarvihke - Røyrvik,Trondheim,Trondheim,False,17.27,772.0,2,41
5044,Namsskogan,Trondheim,Trondheim,False,20.82,2245.0,1,30
5045,Grong,Trondheim,Trondheim,False,25.7,4904.0,3,51
5046,Høylandet,Trondheim,Trondheim,False,13.02,2199.0,4,65
5047,Overhalla,Trondheim,Trondheim,False,16.88,3968.0,3,52
5049,Flatanger,Trondheim,Trondheim,False,7.68,1418.0,4,66
5053,Inderøy,Trondheim,Trondheim,False,17.63,7306.0,0,11
5054,Indre Fosen,Trondheim,Trondheim,False,36.0,9918.0,1,27
5055,Heim,Trondheim,Trondheim,False,29.67,10013.0,0,6
5056,Hitra,Trondheim,Trondheim,False,20.32,8759.0,3,46
5058,Åfjord,Trondheim,Trondheim,False,30.12,8387.0,2,37
5059,Orkland,Trondheim,Skien,True,57.52,21540.0,0,1
5061,Rindal,Trondheim,Trondheim,False,16.88,4368.0,4,64
5501,Tromsø,Tromsø,Skien,True,63.6,27947.0,3,43
5503,Harstad - Hárstták,Tromsø,Tromsø,False,27.28,16861.0,1,22
5512,Dielddanuorri - Tjeldsund,Tromsø,Tromsø,False,24.27,8058.0,0,9
5514,Ibestad,Tromsø,Tromsø,False,8.68,3259.0,1,30
5516,Gratangen,Tromsø,Tromsø,False,7.82,2092.0,1,30
5518,Loabák - Lavangen,Tromsø,Tromsø,False,7.17,1546.0,1,30
5520,Bardu,Tromsø,Tromsø,False,43.93,6502.0,2,39
5522,Salangen,Tromsø,Tromsø,False,11.93,2841.0,1,30
5524,Målselv,Tromsø,Tromsø,False,7.16,14811.0,2,32
5526,Sørreisa,Tromsø,Tromsø,False,10.53,3369.0,1,30
5528,Dyrøy,Tromsø,Tromsø,False,0.76,1965.0,0,18
5530,Senja,Tromsø,Tromsø,False,52.38,17646.0,1,21
5532,Balsfjord,Tromsø,Tromsø,False,4.59,13047.0,0,4
5534,Karlsøy,Tromsø,Tromsø,False,25.07,5355.0,3,51
5536,Lyngen,Tromsø,Tromsø,False,18.13,4562.0,2,40
5542,Skjervøy,Tromsø,Tromsø,False,1.1,2218.0,3,53
5544,Nordreisa - Ráisa - Raisi,Tromsø,Stavanger,True,53.15,4821.0,2,39
5546,Kvænangen,Tromsø,Tromsø,False,32.62,4328.0,2,40
5601,Alta,Tromsø,Skien,True,72.96,17457.0,1,22
5603,Hammerfest - Hámmerfeasta,Tromsø,Tromsø,False,44.7,6601.0,3,49
5605,Sør-Varanger,Tromsø,Skien,True,61.47,7082.0,0,12
5607,Vadsø,Tromsø,Tromsø,False,28.47,5170.0,3,51
5610,Kárášjohka - Karasjok,Tromsø,Molde,True,96.35,8565.0,2,36
5612,Guovdageaidnu - Kautokeino,Tromsø,Molde,True,179.3,19267.0,4,56
5614,Loppa,Tromsø,Tromsø,False,11.63,1446.0,3,53
5616,Hasvik,Tromsø,Tromsø,False,9.4,1313.0,3,53
5618,Måsøy,Tromsø,Tromsø,False,18.62,1802.0,3,53
5620,Nordkapp,Tromsø,Tromsø,False,16.35,1716.0,1,30
5622,Porsanger - Porsáŋgu - Porsanki,Tromsø,Skien,True,87.38,9568.0,3,45
5624,Lebesby,Tromsø,Tromsø,False,44.53,3191.0,0,17
5628,Deatnu - Tana,Tromsø,Trondheim,True,72.72,9359.0,2,35
5636,Unjárga - Nesseby,Tromsø,Tromsø,False,30.3,3635.0,2,40
