uke_aar,uke_nr,Ko_Lengde_Kommuner,Lenker_I_Ko,Lenker_Overfort_Hittil,Kommuner_Overfort_Hittil
2032,33,25,169464.0,2461500.0,332
2032,34,25,161964.0,2469000.0,332
2032,35,24,154464.0,2476500.0,333
2032,36,23,146964.0,2484000.0,334
2032,37,22,139464.0,2491500.0,335
2032,38,21,131964.0,2499000.0,336
2032,39,18,124464.0,2506500.0,339
2032,40,17,116964.0,2514000.0,340
2032,41,16,109464.0,2521500.0,341
2032,42,16,101964.0,2529000.0,341
2032,43,15,94464.0,2536500.0,342
2032,44,15,86964.0,2544000.0,342
2032,45,14,79464.0,2551500.0,343
2032,46,13,71964.0,2559000.0,344
2032,47,13,64464.0,2566500.0,344
2032,48,10,56964.0,2574000.0,347
2032,49,10,49464.0,2581500.0,347
2032,50,10,41964.0,2589000.0,347
2032,51,10,34464.0,2596500.0,347
2032,52,8,26964.0,2604000.0,349
2032,53,4,19464.0,2611500.0,353
2033,1,4,11964.0,2619000.0,353
2033,2,2,4464.0,2626500.0,355
2033,3,0,0.0,2630964.0,357
