Scenario,KomNr,N_Iterasjoner,Dager_P5,Dager_P50,Dager_P95
Basis_85,4612,450,2226,3380,4206
Basis_85,4613,444,2240,3411,4213
Basis_85,4614,447,2226,3395,4209
Basis_85,4615,500,163,252,335
Basis_85,4616,500,170,263,349
Basis_85,4617,500,881,1480,2119
Basis_85,4618,500,388,691,1299
Basis_85,4619,500,749,1398,2036
Basis_85,4620,500,1103,1740,2295
Basis_85,4621,500,446,855,1551
Basis_85,4622,500,891,1558,2170
Basis_85,4623,500,1167,1835,2407
Basis_85,4624,500,979,1656,2258
Basis_85,4625,500,171,265,353
Basis_85,4626,500,965,1662,2313
Basis_85,4627,500,1172,1820,2427
Basis_85,4628,487,2059,3156,4084
Basis_85,4629,500,172,269,355
Basis_85,4630,486,2037,3182,4098
Basis_85,4631,489,2022,3141,4068
Basis_85,4632,500,1187,1870,2437
Basis_85,4633,500,173,269,356
Basis_85,4634,485,2049,3174,4089
Basis_85,4635,486,2077,3169,4113
Basis_85,4636,500,1174,1854,2462
Basis_85,4637,500,1152,1806,2408
Basis_85,4638,464,1658,3293,4209
Basis_85,4639,470,1199,3161,4166
Basis_85,4640,492,654,1380,3978
Basis_85,4641,488,890,1861,4061
Basis_85,4642,472,1103,3114,4148
Basis_85,4643,500,1041,1670,2261
Basis_85,4644,495,585,1279,3640
Basis_85,4645,500,1117,1789,2366
Basis_85,4646,500,1150,1775,2380
Basis_85,4647,500,401,782,1455
Basis_85,4648,463,1350,3248,4157
Basis_85,4649,480,741,1929,4031
Basis_85,4650,475,976,3057,4165
Basis_85,4651,487,824,1678,4012
Basis_85,5001,500,647,1355,2093
Basis_85,5006,500,187,291,385
Basis_85,5007,500,195,304,403
Basis_85,5014,500,200,312,413
Basis_85,5020,500,202,314,418
Basis_85,5021,500,362,602,1294
Basis_85,5022,500,210,327,434
Basis_85,5025,500,423,871,1629
Basis_85,5026,500,824,1411,2056
Basis_85,5027,499,472,2652,3683
Basis_85,5028,498,1776,2859,3806
Basis_85,5029,498,1849,2897,3820
Basis_85,5031,500,214,332,440
Basis_85,5032,500,803,1413,2077
Basis_85,5033,500,718,1312,1918
Basis_85,5034,500,774,1349,1984
Basis_85,5035,500,514,1126,1889
Basis_85,5036,500,215,335,445
Basis_85,5037,500,227,353,468
Basis_85,5038,500,738,1385,2042
Basis_85,5041,500,509,1048,1684
Basis_85,5042,500,577,1052,1553
Basis_85,5043,500,1094,1678,2272
Basis_85,5044,500,972,1604,2147
Basis_85,5045,500,858,1456,2035
Basis_85,5046,500,1133,1752,2365
Basis_85,5047,500,1061,1672,2306
Basis_85,5049,500,1167,1788,2429
Basis_85,5052,500,228,354,469
Basis_85,5053,500,1026,1658,2330
Basis_85,5054,500,572,1184,1903
Basis_85,5055,500,734,1347,2127
Basis_85,5056,500,887,1604,2224
Basis_85,5057,500,230,360,476
Basis_85,5058,500,702,1349,1989
Basis_85,5059,498,373,2387,3560
Basis_85,5060,500,237,370,490
Basis_85,5061,500,1018,1688,2278
Basis_85,5501,428,2304,3479,4253
Basis_85,5503,499,1837,2820,3736
Basis_85,5510,500,243,377,502
Basis_85,5512,500,1606,2509,3430
Basis_85,5514,500,1738,2672,3554
Basis_85,5516,497,1878,2866,3772
Basis_85,5518,497,1875,2853,3772
Basis_85,5520,500,1807,2783,3686
Basis_85,5522,497,1863,2842,3742
Basis_85,5524,500,1735,2688,3580
Basis_85,5526,500,1720,2644,3535
Basis_85,5528,500,1754,2722,3610
Basis_85,5530,500,1222,2066,3057
Basis_85,5532,500,1749,2715,3602
Basis_85,5534,500,1605,2502,3399
Basis_85,5536,437,2284,3440,4226
Basis_85,5538,500,247,383,509
Basis_85,5540,500,249,388,514
Basis_85,5542,435,2286,3442,4228
Basis_85,5544,500,1293,2014,2835
Basis_85,5546,500,1564,2389,3290
Basis_85,5601,500,993,1762,2583
Basis_85,5603,500,1427,2164,3007
Basis_85,5605,500,1175,1912,2663
Basis_85,5607,500,1514,2459,3332
Basis_85,5610,500,839,1418,2191
Basis_85,5612,500,581,937,1489
Basis_85,5614,500,1700,2630,3511
Basis_85,5616,500,1717,2667,3541
Basis_85,5618,500,1679,2569,3463
Basis_85,5620,435,2283,3440,4220
Basis_85,5622,495,940,1515,2577
Basis_85,5624,500,1416,2178,3038
Basis_85,5626,500,250,388,515
Basis_85,5628,500,1005,1746,2551
Basis_85,5630,500,250,390,517
Basis_85,5632,500,251,391,521
Basis_85,5634,500,254,393,522
Basis_85,5636,500,1539,2409,3293
Middels_90,0301,500,480,1197,2015
Middels_90,1101,500,313,658,1013
Middels_90,1103,500,217,493,832
Middels_90,1106,500,737,1496,2245
Middels_90,1108,500,688,1403,2093
Middels_90,1111,500,319,662,1028
Middels_90,1112,500,318,656,1025
Middels_90,1114,500,317,650,1021
Middels_90,1119,500,221,522,882
Middels_90,1120,500,303,638,987
Middels_90,1121,500,256,552,894
Middels_90,1122,500,209,446,742
Middels_90,1124,500,734,1495,2240
Middels_90,1127,500,737,1502,2254
Middels_90,1130,500,248,531,885
Middels_90,1133,500,174,383,670
Middels_90,1134,500,151,313,528
Middels_90,1135,500,249,558,903
Middels_90,1144,500,737,1504,2265
Middels_90,1145,500,737,1502,2254
Middels_90,1146,500,725,1448,2161
Middels_90,1149,500,731,1473,2210
Middels_90,1151,500,738,1504,2259
Middels_90,1160,500,684,1429,2118
Middels_90,1505,500,353,717,1084
Middels_90,1506,500,350,1769,2733
Middels_90,1508,500,697,1735,2617
Middels_90,1511,500,3,4,5
Middels_90,1514,500,3,5,7
Middels_90,1515,500,4,10,13
Middels_90,1516,500,5,11,17
Middels_90,1517,500,6,12,19
Middels_90,1520,500,10,19,28
Middels_90,1525,500,555,1733,2596
Middels_90,1528,500,874,1769,2657
Middels_90,1531,500,11,21,33
Middels_90,1532,500,12,24,35
Middels_90,1535,500,894,1855,2779
Middels_90,1539,500,14,31,46
Middels_90,1547,500,354,724,1095
Middels_90,1554,500,325,691,1054
Middels_90,1557,500,312,645,1013
Middels_90,1560,500,272,631,964
Middels_90,1563,500,170,389,2279
Middels_90,1566,500,188,403,749
Middels_90,1573,500,16,33,48
Middels_90,1576,500,284,584,906
Middels_90,1577,500,19,40,59
Middels_90,1578,500,247,1524,2478
Middels_90,1579,500,233,525,888
Middels_90,1580,500,727,1756,2638
Middels_90,1804,500,328,908,1923
Middels_90,1806,500,205,438,851
Middels_90,1811,500,619,1354,2036
Middels_90,1812,500,789,1629,2432
Middels_90,1813,500,605,1286,2001
Middels_90,1815,500,801,1657,2464
Middels_90,1816,500,776,1570,2377
Middels_90,1818,500,816,1678,2477
Middels_90,1820,500,779,1596,2421
Middels_90,1822,498,996,2246,3477
Middels_90,1824,500,361,817,1477
Middels_90,1825,500,461,1040,1652
Middels_90,1826,500,276,755,1361
Middels_90,1827,498,1175,2400,3570
Middels_90,1828,498,1139,2411,3568
Middels_90,1832,498,1182,2427,3591
Middels_90,1833,498,1181,2423,3585
Middels_90,1834,498,1184,2433,3599
Middels_90,1835,500,816,1683,2499
Middels_90,1836,498,836,2104,3471
Middels_90,1837,498,1184,2431,3597
Middels_90,1838,498,796,1887,3438
Middels_90,1839,500,621,1255,2066
Middels_90,1840,500,297,781,1428
Middels_90,1841,498,557,1330,3055
Middels_90,1845,500,558,1289,2927
Middels_90,1848,500,608,1319,2027
Middels_90,1851,500,768,1573,2363
Middels_90,1853,500,752,1582,2370
Middels_90,1856,500,816,1681,2498
Middels_90,1857,500,816,1681,2498
Middels_90,1859,500,793,1629,2447
Middels_90,1860,500,662,1453,2225
Middels_90,1865,500,731,1502,2285
Middels_90,1866,500,629,1404,2177
Middels_90,1867,500,788,1631,2433
Middels_90,1868,500,20,41,62
Middels_90,1870,500,633,1364,2160
Middels_90,1871,500,544,1257,2000
Middels_90,1874,500,807,1676,2461
Middels_90,1875,500,408,977,1624
Middels_90,3101,500,25,53,77
Middels_90,3103,500,797,1616,2433
Middels_90,3105,500,633,1420,2260
Middels_90,3107,500,635,1427,2265
Middels_90,3110,500,804,1635,2462
Middels_90,3112,500,26,55,82
Middels_90,3114,500,758,1550,2386
Middels_90,3116,500,822,1655,2516
Middels_90,3118,500,432,1147,1928
Middels_90,3120,500,823,1656,2520
Middels_90,3122,500,27,56,84
Middels_90,3124,500,27,59,87
Middels_90,3201,500,912,1862,2779
Middels_90,3203,500,886,1849,2765
Middels_90,3205,500,626,1386,2229
Middels_90,3207,500,31,66,96
Middels_90,3209,500,726,1562,2377
Middels_90,3212,500,32,68,101
Middels_90,3214,500,34,73,105
Middels_90,3216,500,37,75,112
Middels_90,3218,500,38,77,117
Middels_90,3220,500,39,82,123
Middels_90,3222,500,821,1644,2503
Middels_90,3224,500,40,84,126
Middels_90,3226,500,377,1106,1847
Middels_90,3228,500,545,1308,2079
Middels_90,3230,500,41,87,129
Middels_90,3232,500,755,1576,2397
Middels_90,3234,500,45,91,137
Middels_90,3236,500,46,95,140
Middels_90,3238,500,47,98,147
Middels_90,3240,500,51,104,154
Middels_90,3242,500,52,109,161
Middels_90,3301,500,634,1394,2230
Middels_90,3303,500,317,1005,1775
Middels_90,3305,500,250,627,1391
Middels_90,3310,500,53,111,166
Middels_90,3312,500,713,1508,2302
Middels_90,3314,500,639,1440,2259
Middels_90,3316,500,541,1294,2058
Middels_90,3318,500,58,118,175
Middels_90,3320,500,607,1315,2099
Middels_90,3322,500,426,1138,1963
Middels_90,3324,500,558,1310,2085
Middels_90,3326,500,627,1341,2150
Middels_90,3328,500,359,939,1714
Middels_90,3330,500,312,907,1736
Middels_90,3332,500,375,1090,1860
Middels_90,3334,500,61,129,189
Middels_90,3336,500,781,1573,2345
Middels_90,3338,500,277,620,1407
Middels_90,3401,500,524,1082,1679
Middels_90,3403,499,1136,2345,3514
Middels_90,3405,500,1027,2129,3252
Middels_90,3407,500,1064,2143,3231
Middels_90,3411,499,1130,2322,3482
Middels_90,3412,499,1136,2344,3510
Middels_90,3413,500,529,1088,1678
Middels_90,3414,500,62,131,195
Middels_90,3415,500,66,137,202
Middels_90,3416,500,68,141,210
Middels_90,3417,500,69,145,216
Middels_90,3418,500,73,151,223
Middels_90,3419,499,1134,2341,3500
Middels_90,3420,499,1123,2329,3486
Middels_90,3421,500,1118,2309,3464
Middels_90,3422,500,1098,2294,3436
Middels_90,3423,500,1083,2237,3371
Middels_90,3424,500,677,1416,2212
Middels_90,3425,500,1082,2241,3378
Middels_90,3426,500,1080,2253,3385
Middels_90,3427,500,768,1688,2728
Middels_90,3428,500,858,1865,2965
Middels_90,3429,500,1087,2251,3384
Middels_90,3430,500,1089,2256,3400
Middels_90,3431,500,879,1811,2978
Middels_90,3432,500,863,1811,2934
Middels_90,3433,500,964,1920,2973
Middels_90,3434,500,923,1931,2988
Middels_90,3435,500,869,1893,3029
Middels_90,3436,500,918,1857,3006
Middels_90,3437,500,859,1900,3009
Middels_90,3438,500,982,2091,3201
Middels_90,3439,500,223,531,1160
Middels_90,3440,500,339,850,1456
Middels_90,3441,500,255,685,1281
Middels_90,3442,500,718,1866,2834
Middels_90,3443,500,921,1900,2869
Middels_90,3446,500,418,957,1578
Middels_90,3447,500,538,1803,2782
Middels_90,3448,500,978,2041,3027
Middels_90,3449,500,278,710,1284
Middels_90,3450,500,1061,2192,3287
Middels_90,3451,500,908,1924,3098
Middels_90,3452,500,440,976,1557
Middels_90,3453,500,409,920,1524
Middels_90,3454,500,314,824,1426
Middels_90,3901,500,1027,2107,3135
Middels_90,3903,500,993,2030,3015
Middels_90,3905,500,989,2049,3043
Middels_90,3907,500,986,2016,3008
Middels_90,3909,500,955,1966,2938
Middels_90,3911,500,1022,2105,3122
Middels_90,4001,500,1020,2078,3112
Middels_90,4003,500,968,1993,2963
Middels_90,4005,500,187,413,726
Middels_90,4010,500,262,575,938
Middels_90,4012,500,1020,2090,3097
Middels_90,4014,500,1004,2062,3086
Middels_90,4016,500,963,1979,2966
Middels_90,4018,500,1011,2051,3098
Middels_90,4020,500,76,159,236
Middels_90,4022,500,187,455,781
Middels_90,4024,500,198,465,809
Middels_90,4026,500,149,312,515
Middels_90,4028,500,222,509,853
Middels_90,4030,500,205,467,825
Middels_90,4032,500,970,2000,2979
Middels_90,4034,500,975,2001,3013
Middels_90,4036,500,930,1923,2882
Middels_90,4201,500,289,664,1061
Middels_90,4202,500,307,657,1084
Middels_90,4203,500,781,1655,2462
Middels_90,4204,500,778,1558,2359
Middels_90,4205,500,727,1521,2248
Middels_90,4206,500,293,643,1042
Middels_90,4207,500,457,930,1406
Middels_90,4211,500,381,759,1155
Middels_90,4212,500,242,572,950
Middels_90,4213,500,263,605,1005
Middels_90,4214,500,377,754,1152
Middels_90,4215,500,318,684,1081
Middels_90,4216,500,186,453,847
Middels_90,4217,500,165,378,721
Middels_90,4218,500,375,746,1144
Middels_90,4219,500,782,1639,2454
Middels_90,4220,500,174,405,773
Middels_90,4221,500,445,904,1383
Middels_90,4222,500,660,1349,2012
Middels_90,4223,500,829,1716,2533
Middels_90,4224,500,797,1654,2477
Middels_90,4225,500,766,1619,2413
Middels_90,4226,500,80,164,243
Middels_90,4227,500,177,410,763
Middels_90,4228,500,452,892,1363
Middels_90,4601,499,876,2202,3287
Middels_90,4602,500,571,2081,3262
Middels_90,4611,500,445,1010,1666
Middels_90,4612,499,1074,2267,3400
Middels_90,4613,499,1108,2307,3429
Middels_90,4614,499,1075,2286,3420
Middels_90,4615,500,81,168,250
Middels_90,4616,500,86,175,259
Middels_90,4617,500,459,984,1557
Middels_90,4618,500,193,432,893
Middels_90,4619,500,390,891,1469
Middels_90,4620,500,558,1151,1728
Middels_90,4621,500,235,551,1104
Middels_90,4622,500,487,1034,1645
Middels_90,4623,500,585,1212,1792
Middels_90,4624,500,521,1105,1650
Middels_90,4625,500,86,178,263
Middels_90,4626,500,523,1111,1712
Middels_90,4627,500,583,1211,1817
Middels_90,4628,500,1034,2098,3129
Middels_90,4629,500,87,179,265
Middels_90,4630,500,1045,2121,3150
Middels_90,4631,500,1019,2084,3114
Middels_90,4632,500,591,1237,1825
Middels_90,4633,500,87,179,266
Middels_90,4634,500,1027,2121,3163
Middels_90,4635,500,1024,2119,3183
Middels_90,4636,500,587,1234,1838
Middels_90,4637,500,565,1197,1803
Middels_90,4638,499,920,2205,3363
Middels_90,4639,499,605,2133,3322
Middels_90,4640,500,387,969,2839
Middels_90,4641,499,486,1263,3081
Middels_90,4642,499,613,1942,3199
Middels_90,4643,500,527,1109,1698
Middels_90,4644,500,343,827,2637
Middels_90,4645,500,556,1174,1760
Middels_90,4646,500,564,1178,1764
Middels_90,4647,500,216,522,1110
Middels_90,4648,499,892,2226,3337
Middels_90,4649,500,396,1253,3119
Middels_90,4650,500,523,1980,3238
Middels_90,4651,499,435,1091,2944
Middels_90,5001,500,352,896,1561
Middels_90,5006,500,94,194,287
Middels_90,5007,500,97,202,300
Middels_90,5014,500,101,208,308
Middels_90,5020,500,102,209,312
Middels_90,5021,500,195,404,790
Middels_90,5022,500,107,217,325
Middels_90,5025,500,216,571,1133
Middels_90,5026,500,422,911,1413
Middels_90,5027,500,282,1680,2691
Middels_90,5028,500,824,1874,2835
Middels_90,5029,500,922,1904,2859
Middels_90,5031,500,108,221,328
Middels_90,5032,500,416,920,1473
Middels_90,5033,500,331,867,1460
Middels_90,5034,500,373,899,1432
Middels_90,5035,500,289,766,1321
Middels_90,5036,500,109,223,333
Middels_90,5037,500,114,235,349
Middels_90,5038,500,394,927,1502
Middels_90,5041,500,290,679,1169
Middels_90,5042,500,314,645,1173
Middels_90,5043,500,542,1119,1679
Middels_90,5044,500,530,1053,1573
Middels_90,5045,500,425,949,1536
Middels_90,5046,500,556,1162,1741
Middels_90,5047,500,542,1111,1706
Middels_90,5049,500,580,1194,1756
Middels_90,5052,500,115,236,349
Middels_90,5053,500,479,1082,1680
Middels_90,5054,500,318,808,1449
Middels_90,5055,500,401,897,1483
Middels_90,5056,500,500,1054,1596
Middels_90,5057,500,116,238,355
Middels_90,5058,500,415,879,1456
Middels_90,5059,500,219,1330,2733
Middels_90,5060,500,121,245,367
Middels_90,5061,500,534,1120,1671
Middels_90,5501,499,1171,2406,3563
Middels_90,5503,500,901,1887,2833
Middels_90,5510,500,122,251,375
Middels_90,5512,500,808,1674,2510
Middels_90,5514,500,865,1777,2638
Middels_90,5516,500,905,1923,2852
Middels_90,5518,500,907,1922,2860
Middels_90,5520,500,893,1853,2798
Middels_90,5522,500,902,1915,2848
Middels_90,5524,500,864,1789,2665
Middels_90,5526,500,842,1778,2624
Middels_90,5528,500,873,1809,2705
Middels_90,5530,500,612,1370,2188
Middels_90,5532,500,873,1804,2700
Middels_90,5534,500,804,1666,2512
Middels_90,5536,499,1149,2359,3519
Middels_90,5538,500,124,256,378
Middels_90,5540,500,124,257,383
Middels_90,5542,499,1149,2364,3521
Middels_90,5544,500,632,1355,2044
Middels_90,5546,500,766,1621,2412
Middels_90,5601,500,489,1166,1911
Middels_90,5603,500,711,1460,2210
Middels_90,5605,500,599,1272,1966
Middels_90,5607,500,795,1636,2449
Middels_90,5610,500,431,952,1510
Middels_90,5612,500,286,631,1036
Middels_90,5614,500,852,1762,2624
Middels_90,5616,500,856,1770,2667
Middels_90,5618,500,822,1737,2546
Middels_90,5620,499,1145,2362,3487
Middels_90,5622,500,466,1051,1839
Middels_90,5624,500,703,1475,2231
Middels_90,5626,500,125,258,384
Middels_90,5628,500,532,1165,1840
Middels_90,5630,500,125,259,385
Middels_90,5632,500,128,262,388
Middels_90,5634,500,128,263,389
Middels_90,5636,500,779,1634,2476
Samferdsel_96,0301,500,109,423,1165
Samferdsel_96,1101,500,61,234,595
Samferdsel_96,1103,500,46,173,494
Samferdsel_96,1106,500,179,536,1307
Samferdsel_96,1108,500,166,495,1228
Samferdsel_96,1111,500,61,236,600
Samferdsel_96,1112,500,61,235,595
Samferdsel_96,1114,500,61,230,593
Samferdsel_96,1119,500,46,181,508
Samferdsel_96,1120,500,60,227,584
Samferdsel_96,1121,500,49,200,537
Samferdsel_96,1122,500,38,153,419
Samferdsel_96,1124,500,179,530,1307
Samferdsel_96,1127,500,179,537,1309
Samferdsel_96,1130,500,52,201,502
Samferdsel_96,1133,500,35,143,357
Samferdsel_96,1134,500,28,112,313
Samferdsel_96,1135,500,52,200,532
Samferdsel_96,1144,500,180,537,1309
Samferdsel_96,1145,500,179,536,1307
Samferdsel_96,1146,500,173,520,1280
Samferdsel_96,1149,500,173,528,1281
Samferdsel_96,1151,500,180,538,1309
Samferdsel_96,1160,500,165,503,1243
Samferdsel_96,1505,500,67,252,626
Samferdsel_96,1506,500,209,581,1611
